Name,Category,Energy (kcal),Protein (mg),Carbohydrate (mg),"Sugars, total(mg)","Fiber, total dietary (mg)",Total Fat (mg),"Fatty acids, total saturated (mg)",Cholesterol (mg),Niacin (mg),Folic acid ((mg)),"Choline, total (mg)",Vitamin C (mg),Vitamin E (alpha-tocopherol) (mg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (mg),Water(mg)
"Carrots, fresh, cooked, fat added, NS as to fat type",Carrots,65,950,9670,4780,2800,2880,783,2,0.942,0,9.1,5.1,0.97,34,36,12,323,197,0,0,0,85210
"Carrots, frozen, cooked, fat added, NS as to fat type",Carrots,58,570,7490,3950,3200,3200,837,2,0.403,0,8.6,2.2,1.27,34,30,11,186,179,0,0,0,87760
"Carrots, canned, cooked, fat added, NS as to fat type",Carrots,47,630,5380,2410,1500,2730,758,2,0.536,0,6.3,2.4,1.01,25,24,8,174,245,0,0,0,90570
"Carrots, frozen, cooked with oil",Carrots,62,560,7480,3950,3200,3560,513,0,0.403,0,8.3,2.2,1.32,34,30,11,186,170,0,0,0,87440
"Carrots, frozen, cooked with butter or margarine",Carrots,55,580,7490,3950,3200,2830,1161,4,0.404,0,8.8,2.2,1.23,35,31,11,187,189,0,0,0,88090
"Carrots, canned, cooked with oil",Carrots,50,620,5380,2410,1500,3100,433,0,0.536,0,6.1,2.4,1.06,24,23,8,174,235,0,0,0,90240
"Carrots, canned, cooked with butter or margarine",Carrots,44,640,5390,2410,1500,2360,1083,4,0.537,0,6.6,2.4,0.97,25,24,8,175,254,0,0,0,90900
"Carrots, glazed, cooked",Carrots,90,900,16680,12120,2600,2650,1566,6,0.873,0,8.9,4.6,0.68,38,33,12,307,201,0,0,0,78500
"Carrots, canned, reduced sodium, cooked, no added fat",Carrots,23,590,5360,2460,1800,140,24,0,0.421,0,6.3,1.8,0.73,31,20,9,158,34,0,0,0,92990
"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",Carrots,45,580,5210,2390,1700,2680,746,2,0.409,0,6.3,1.7,1,30,20,9,154,43,0,0,0,90610
"Carrots, canned, reduced sodium, cooked with oil",Carrots,48,570,5200,2390,1700,3050,422,0,0.409,0,6.1,1.7,1.05,30,19,9,153,33,0,0,0,90280
"Carrots, canned, reduced sodium, cooked with butter or margarine",Carrots,42,590,5210,2390,1700,2310,1071,4,0.41,0,6.6,1.7,0.96,31,20,9,154,52,0,0,0,90940
Beet juice,Vegetable juice,25,720,5910,4840,1100,60,10,0,0.136,0,6.2,2.5,0.03,12,14,14,128,19,0,0,0,92450
"Carrot juice, 100%",Vegetable juice,40,950,9280,3910,800,150,27,0,0.386,0,9.9,8.5,1.16,24,42,14,292,66,0,0,0,88870
"Peas and carrots, fresh, cooked, no added fat",Other vegetables and combinations,63,3300,12480,5410,4400,330,53,0,1.516,0,19.3,20.3,0.41,30,74,23,293,159,0,0,0,82630
"Peas and carrots, frozen, cooked, no added fat",Other vegetables and combinations,57,2860,10960,4230,3900,470,84,0,0.945,0,18,6.1,0.52,30,54,16,151,181,0,0,0,84670
"Peas and carrots, canned, cooked, no added fat",Other vegetables and combinations,46,2560,8450,2740,3200,500,90,0,0.766,0,18.2,3.1,0.56,24,46,13,142,258,0,0,0,87620
"Peas and carrots, cooked, NS as to form",Other vegetables and combinations,85,3210,12120,5250,4300,2960,803,2,1.472,0,19,19.7,0.71,30,72,23,285,164,0,0,0,80450
"Peas and carrots, fresh, cooked, fat added",Other vegetables and combinations,85,3210,12120,5250,4300,2960,803,2,1.472,0,19,19.7,0.71,30,72,23,285,164,0,0,0,80450
"Peas and carrots, frozen, cooked, fat added",Other vegetables and combinations,78,2780,10650,4110,3800,3000,803,2,0.918,0,17.7,5.9,0.8,29,53,16,147,185,0,0,0,82540
"Peas and carrots, canned, cooked, fat added",Other vegetables and combinations,68,2490,8210,2660,3100,3020,810,2,0.744,0,17.9,3,0.84,24,44,13,139,260,0,0,0,85400
"Pumpkin, canned, cooked",Other red and orange vegetables,56,1080,7860,3200,2800,2820,865,2,0.357,0,9.7,3.7,1.33,26,34,22,200,15,0,0,0,87680
"Pumpkin, cooked",Other red and orange vegetables,51,1050,6770,2870,500,2830,829,2,0.594,0,8.8,8,1.42,22,46,13,354,132,0,0,0,88180
"Calabaza, cooked",Other red and orange vegetables,51,1050,6770,2870,500,2830,829,2,0.594,0,8.8,8,1.42,22,46,13,354,132,0,0,0,88180
"Sweet potato and pumpkin casserole, Puerto Rican style",Vegetable dishes,225,2990,39820,27630,2200,7040,3795,33,0.791,0.002,33.4,4.6,1.12,34,79,26,377,204,0,0,0,48570
"Winter squash, cooked, no added fat",Other red and orange vegetables,37,890,8820,3290,2800,350,72,0,0.494,0,10.6,9.6,0.12,22,19,13,240,117,0,0,0,88940
"Winter squash, cooked, fat added",Other red and orange vegetables,58,870,8570,3200,2700,2880,791,2,0.48,0,10.5,9.3,0.41,22,19,13,234,123,0,0,0,86690
Squash fritter or cake,Fried vegetables,359,6960,35660,3100,2800,21280,5509,58,2.327,0.038,51,4.5,1.42,133,132,21,239,353,0,0,0,33810
"Squash, winter, souffle",Vegetable dishes,78,3410,12070,5800,2100,2150,727,66,0.532,0.003,50.6,7,0.28,37,60,13,217,166,0,0,0,81230
"Sweet potato, NFS",Other red and orange vegetables,109,1310,16820,5450,2400,4280,1207,3,0.511,0,10.6,12.1,1.38,26,31,17,219,188,0,0,0,76560
"Sweet potato, baked, peel eaten, NS as to fat",Other red and orange vegetables,126,2030,20850,5930,3300,4100,1172,3,1.486,0,13.6,18.4,1.11,37,54,26,457,189,0,0,0,71300
"Sweet potato, baked, peel eaten, no added fat",Other red and orange vegetables,95,2110,21830,6210,3500,150,51,0,1.556,0,13.9,19.2,0.68,38,56,28,478,182,0,0,0,74140
"Sweet potato, baked, peel eaten, fat added, NS as to fat type",Other red and orange vegetables,126,2030,20850,5930,3300,4100,1172,3,1.486,0,13.6,18.4,1.11,37,54,26,457,189,0,0,0,71300
"Sweet potato, baked, peel eaten, made with oil",Other red and orange vegetables,131,2020,20840,5930,3300,4670,668,0,1.486,0,13.3,18.4,1.18,36,53,26,456,174,0,0,0,70780
"Sweet potato, baked, peel eaten, made with butter",Other red and orange vegetables,123,2050,20850,5940,3300,3810,2375,10,1.488,0,14.1,18.4,0.75,37,55,26,457,203,0,0,0,71520
"Sweet potato, baked, peel eaten, made with margarine",Other red and orange vegetables,117,2020,20880,5930,3300,3090,631,0,1.487,0,13.8,18.4,1.46,37,54,27,457,205,0,0,0,72250
"Sweet potato, baked, peel not eaten, NS as to fat",Other red and orange vegetables,122,1920,19660,6150,3100,4290,1227,3,1.412,0,12.8,18.6,1.16,37,52,26,451,197,0,0,0,72440
"Sweet potato, baked, peel not eaten, no added fat",Other red and orange vegetables,90,2000,20630,6450,3300,150,52,0,1.481,0,13,19.5,0.71,38,54,27,473,190,0,0,0,75480
"Sweet potato, baked, peel not eaten, fat added, NS as to fat type",Other red and orange vegetables,122,1920,19660,6150,3100,4290,1227,3,1.412,0,12.8,18.6,1.16,37,52,26,451,197,0,0,0,72440
"Sweet potato, baked, peel not eaten, made with oil",Other red and orange vegetables,127,1910,19650,6150,3100,4890,698,0,1.411,0,12.4,18.6,1.23,36,51,26,451,181,0,0,0,71900
"Sweet potato, baked, peel not eaten, made with butter",Other red and orange vegetables,119,1950,19650,6150,3100,3990,2486,10,1.413,0,13.3,18.6,0.78,37,52,26,452,212,0,0,0,72670
"Sweet potato, baked, peel not eaten, made with margarine",Other red and orange vegetables,113,1920,19690,6150,3100,3230,659,0,1.412,0,12.9,18.6,1.53,37,52,26,452,214,0,0,0,73430
"Sweet potato, boiled, NS as to fat",Other red and orange vegetables,109,1310,16820,5450,2400,4280,1207,3,0.511,0,10.6,12.1,1.38,26,31,17,219,188,0,0,0,76560
"Sweet potato, boiled, no added fat",Other red and orange vegetables,76,1360,17650,5720,2500,140,31,0,0.536,0,10.8,12.7,0.94,27,32,18,229,181,0,0,0,79810
"Sweet potato, boiled, fat added, NS as to fat type",Other red and orange vegetables,109,1310,16820,5450,2400,4280,1207,3,0.511,0,10.6,12.1,1.38,26,31,17,219,188,0,0,0,76560
"Sweet potato, boiled, made with oil",Other red and orange vegetables,114,1300,16810,5450,2400,4880,678,0,0.51,0,10.3,12.1,1.45,26,30,17,218,173,0,0,0,76030
"Sweet potato, boiled, made with butter",Other red and orange vegetables,106,1340,16820,5450,2400,3980,2466,10,0.512,0,11.1,12.1,1,27,31,17,219,203,0,0,0,76790
"Sweet potato, boiled, made with margarine",Other red and orange vegetables,100,1310,16850,5450,2400,3220,640,0,0.511,0,10.8,12.2,1.75,27,31,17,220,205,0,0,0,77560
"Sweet potato, candied",Other red and orange vegetables,178,990,37460,28970,1800,3290,906,2,0.384,0,8,9.1,1.03,20,23,13,165,142,0,0,0,57480
"Sweet potato, canned, NS as to fat",Other red and orange vegetables,123,1580,20050,4740,1700,4330,1216,3,0.704,0,12.7,25,1.43,22,47,21,297,213,0,0,0,72670
"Sweet potato, canned, no added fat",Other red and orange vegetables,91,1640,21040,4980,1800,200,41,0,0.738,0,12.9,26.3,1,22,49,22,311,207,0,0,0,75730
"Sweet potato, canned, fat added",Other red and orange vegetables,123,1580,20050,4740,1700,4330,1216,3,0.704,0,12.7,25,1.43,22,47,21,297,213,0,0,0,72670
"Sweet potato, casserole or mashed",Other red and orange vegetables,94,1680,16960,7610,1900,2360,1393,7,0.44,0,12.1,10.1,0.78,42,43,16,205,153,0,0,0,78100
"Sweet potato fries, NFS",Fried vegetables,259,2070,34050,12340,5500,18100,2416,0,0.667,0,24.9,6.8,2.55,50,56,25,391,140,0,0,0,44470
Sweet potato chips,"Tortilla, corn, other chips",529,2920,56540,8780,8800,32190,2926,0,2.078,0,36.4,0,9.77,59,144,65,920,227,0,0,0,4490
"Sweet potato fries, NS as to fresh or frozen",Fried vegetables,259,2070,34050,12340,5500,18100,2416,0,0.667,0,24.9,6.8,2.55,50,56,25,391,140,0,0,0,44470
"Sweet potato fries, frozen, fried",Fried vegetables,259,2070,34050,12340,5500,18100,2416,0,0.667,0,24.9,6.8,2.55,50,56,25,391,140,0,0,0,44470
"Sweet potato fries, frozen, baked",Fried vegetables,192,2270,37450,13580,6000,9390,1218,0,0.734,0,27.4,7.5,1.57,55,62,27,431,154,0,0,0,49440
"Sweet potato fries, from fresh, fried",Fried vegetables,193,1740,17950,5620,2900,13130,1823,0,1.289,0,11.4,17,2.14,33,47,23,412,165,0,0,0,65670
"Sweet potato fries, from fresh, baked",Fried vegetables,162,1820,18760,5870,3000,9190,1286,0,1.347,0,11.9,17.8,1.7,35,49,24,430,173,0,0,0,68640
"Sweet potato fries, fast food / restaurant",Fried vegetables,305,1920,31630,11470,5100,23930,6257,0,0.62,0,23.1,6.3,3,46,52,23,364,267,0,0,0,40940
"Sweet potato fries, school",Fried vegetables,192,2270,37450,13580,6000,9390,1218,0,0.734,0,27.4,7.5,1.57,55,62,27,431,154,0,0,0,49440
"Sweet potato tots, NFS",Fried vegetables,239,2120,34870,12640,5600,15600,2072,0,0.683,0,25.5,7,2.26,51,58,25,401,295,0,0,0,45670
"Sweet potato tots, from frozen, fried",Fried vegetables,239,2120,34870,12640,5600,15600,2072,0,0.683,0,25.5,7,2.26,51,58,25,401,295,0,0,0,45670
"Sweet potato tots, from frozen, baked",Fried vegetables,191,2260,37300,13520,6000,9350,1213,0,0.731,0,27.3,7.5,1.56,55,62,27,429,315,0,0,0,49230
"Sweet potato tots, from frozen, NS as to fried or baked",Fried vegetables,239,2120,34870,12640,5600,15600,2072,0,0.683,0,25.5,7,2.26,51,58,25,401,295,0,0,0,45670
"Sweet potato tots, fast food / restaurant",Fried vegetables,240,2120,34870,12640,5600,15600,3376,0,0.683,0,25.5,7,2.18,51,58,25,401,295,0,0,0,45670
"Sweet potato tots, school",Fried vegetables,192,2270,37450,13580,6000,9390,1218,0,0.734,0,27.4,7.5,1.57,55,62,27,431,154,0,0,0,49440
"Sweet potato, yellow, Puerto Rican, cooked",Other red and orange vegetables,76,1360,17610,5700,2500,140,31,0,0.535,0,10.7,12.7,0.93,27,32,18,229,271,0,0,0,79630
"Carrot soup, cream of, prepared with milk, home recipe, canned or ready-to-serve",Soups,32,1600,5010,3270,1000,760,350,3,0.471,0,8.2,2.4,0.26,50,44,8,169,209,0,0,0,91650
"Carrot with rice soup, cream of, prepared with milk, home recipe, canned or ready-to-serve",Soups,55,1980,10120,3080,1000,750,341,3,0.726,0.011,8.1,2.2,0.26,49,49,10,166,197,0,0,0,86180
"Squash, winter type, soup, home recipe, canned, or ready-to-serve",Soups,39,500,4370,1770,1300,2440,1480,6,0.232,0,5.6,4.5,0.12,14,11,7,115,330,0,0,0,91460
"Tomatoes, NS as to form, cooked",Tomatoes,50,1080,4710,3180,1500,3410,935,2,0.683,0,7.6,15.8,1.02,13,29,13,287,159,0,0,0,89790
"Tomatoes, fresh, cooked",Tomatoes,50,1080,4710,3180,1500,3410,935,2,0.683,0,7.6,15.8,1.02,13,29,13,287,159,0,0,0,89790
"Tomatoes, canned, cooked",Tomatoes,38,780,3370,2480,1800,2790,756,2,0.692,0,6.1,12.2,0.87,32,17,10,186,121,0,0,0,92320
"Tomatoes, scalloped",Vegetable dishes,109,2700,14100,3720,1900,4920,2703,11,1.278,0.007,8.9,12.2,0.59,37,48,17,253,216,0,0,0,77030
"Tomatoes, canned, reduced sodium, cooked",Tomatoes,38,780,3370,2480,1800,2790,756,2,0.692,0,6.7,12.2,0.87,32,17,10,186,19,0,0,0,92320
Fried green tomatoes,Fried vegetables,214,3560,21560,1580,1300,12720,1813,10,1.835,0.037,13.4,6.2,1.7,29,51,12,147,317,0,0,0,60860
"Tomato, green, pickled","Olives, pickles, pickled vegetables",39,1000,9090,8190,900,180,23,0,0.394,0,6.4,18.4,0.32,12,23,8,169,955,0,0,0,86630
Sun-dried tomatoes,Tomatoes,258,14110,55760,37590,12300,2970,426,0,9.05,0,104.6,39.2,0.01,110,356,194,3427,107,0,0,0,14560
"Tomato juice, 100%",Vegetable juice,17,850,3530,2580,400,290,19,0,0.673,0,6.8,70.1,0.32,10,19,11,217,253,0,0,0,94240
"Tomato juice, 100%, low sodium",Vegetable juice,22,600,4590,3280,800,100,14,0,0.73,0,7.2,27.7,0.32,11,17,11,193,58,0,0,0,93500
Tomato juice cocktail,Vegetable juice,22,930,3870,2840,500,310,88,0,0.722,0,8.1,54.3,1.02,14,19,11,185,169,0,0,0,94090
"Tomato and vegetable juice, 100%",Vegetable juice,22,930,3870,2840,500,310,88,0,0.722,0,8.1,54.3,1.02,14,19,11,185,169,0,0,0,94090
"Tomato and vegetable juice, 100%, low sodium",Vegetable juice,22,600,4590,3280,800,100,14,0,0.73,0,7.2,27.7,0.32,11,17,11,193,58,0,0,0,93500
Ketchup,Tomato-based condiments,101,1040,27400,21270,300,100,14,0,1.434,0,12.5,4.1,1.46,15,26,13,281,907,0,0,0,68510
"Ketchup, reduced sodium",Tomato-based condiments,101,1040,27400,21270,300,100,14,0,1.434,0,12.5,4.1,1.46,15,26,13,281,20,0,0,0,68510
Tomato chili sauce,Tomato-based condiments,92,2500,19790,13330,2400,300,45,0,1.6,0,13.7,16,1.92,20,52,12,370,1338,0,0,0,68000
"Salsa, NFS",Tomato-based condiments,29,1440,6740,3810,1800,190,21,0,1.12,0,12.8,1.9,1.22,28,32,15,258,656,0,0,0,89300
"Salsa, pico de gallo",Tomato-based condiments,17,710,3700,2130,1100,140,23,0,0.407,0,4.7,10.8,0.32,11,19,9,157,443,0,0,0,93930
"Salsa, red, commercially-prepared",Tomato-based condiments,29,1440,6740,3810,1800,190,21,0,1.12,0,12.8,1.9,1.22,28,32,15,258,656,0,0,0,89300
"Salsa, red, homemade",Tomato-based condiments,29,1440,6740,3810,1800,190,21,0,1.12,0,12.8,1.9,1.22,28,32,15,258,656,0,0,0,89300
Taco sauce,Tomato-based condiments,11,1160,720,120,500,680,95,0,0.16,0.001,0,4,0.01,11,21,11,115,570,0,0,0,95640
"Enchilada sauce, red",Tomato-based condiments,30,620,4870,1830,500,910,111,0,0.388,0,0.9,0.3,0.7,7,11,6,101,547,0,0,0,91780
"Enchilada sauce, green","Dips, gravies, other sauces",38,1130,6360,3500,1900,890,0,0,1.615,0,7.9,12.3,0.43,9,41,19,259,906,0,0,0,89520
"Salsa verde or salsa, green","Dips, gravies, other sauces",38,1130,6360,3500,1900,890,0,0,1.615,0,7.9,12.3,0.43,9,41,19,259,906,0,0,0,89520
Hot Thai sauce,Mustard and other condiments,71,1030,16580,16070,500,660,85,0,0.142,0.001,0,3.6,0.01,12,18,10,103,2055,0,0,0,76160
Spaghetti sauce,"Pasta sauces, tomato-based",45,1410,8050,5500,1800,1480,170,2,3.917,0,13.7,2,2.4,27,34,18,319,419,0,0,0,87400
Spaghetti sauce with added vegetables,"Pasta sauces, tomato-based",40,1420,7430,4950,1800,1220,146,2,3.425,0,13.3,11.6,1.94,23,37,18,308,321,0,0,0,88510
"Spaghetti sauce, reduced sodium","Pasta sauces, tomato-based",51,1410,8060,5500,1800,1480,170,2,3.917,0,13.7,2,2.4,27,34,18,319,30,0,0,0,87390
"Spaghetti sauce, fat free","Pasta sauces, tomato-based",24,1200,5310,3560,1500,300,41,0,0.991,0,9.9,7,1.44,14,27,15,297,474,0,0,0,91280
Vodka sauce with tomatoes and cream,"Pasta sauces, tomato-based",75,1260,3440,2490,1300,6640,3347,15,0.655,0,7.4,7.8,0.99,30,25,10,190,248,0,0,0,87530
Barbecue sauce,Tomato-based condiments,172,820,40770,33240,900,630,45,0,0.597,0,7.1,0.6,0.8,33,20,13,232,1027,0,0,0,54710
Buffalo sauce,Mustard and other condiments,11,1210,750,120,600,710,100,0,0.167,0.001,0,4.2,0.01,14,22,11,120,2917,0,0,0,89480
Steak sauce,Tomato-based condiments,95,1250,22040,9820,1500,230,0,0,0.913,0,11.5,6.8,1.16,19,33,17,312,1647,0,0,0,71000
Cocktail sauce,Tomato-based condiments,128,1360,28220,11830,1800,1050,0,0,0.82,0,11,11.6,1.08,26,30,17,309,1262,0,0,0,65670
Puerto Rican seasoning with ham,Mustard and other condiments,263,4000,7320,3070,1900,24810,5164,13,0.863,0,17.2,30.3,2.9,32,61,16,251,468,0,0,0,62390
Puerto Rican seasoning with ham and tomato sauce,Mustard and other condiments,174,5140,5300,2510,1500,14980,4986,23,1.543,0,21.7,29.2,0.78,24,64,14,225,471,0,0,0,73280
Puerto Rican seasoning without ham and tomato sauce,Mustard and other condiments,124,1060,6960,2930,1800,10810,1506,0,0.394,0,6.1,42.9,1.84,25,26,11,173,5,0,0,0,80720
Tomato aspic,"Coleslaw, non-lettuce salads",28,2570,4700,3540,300,260,20,0,0.533,0,6.6,58.1,0.26,10,16,10,179,201,0,0,0,91570
"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar","Coleslaw, non-lettuce salads",119,530,6530,5040,600,10160,1397,0,0.202,0,4.1,5.3,1.34,11,18,9,135,212,0,0,0,80830
"Tomato soup, NFS",Soups,33,740,7720,4180,600,220,58,0,0.435,0,6.5,6.5,0.17,8,16,8,285,193,0,0,0,90200
"Tomato soup, cream of, prepared with milk",Soups,58,2400,10050,6560,600,1220,640,4,0.484,0,14.1,6.5,0.19,69,67,13,359,208,0,0,0,84910
"Tomato soup, prepared with water, or ready-to-serve",Soups,33,740,7720,4180,600,220,58,0,0.435,0,6.2,6.5,0.17,8,16,8,285,193,0,0,0,90210
"Tomato soup, instant type, prepared with water",Soups,38,930,7170,3900,400,610,286,2,0.926,0,7.5,2,0.22,29,33,10,111,356,0,0,0,89880
"Tomato soup, canned, reduced sodium, prepared with water, or ready-to-serve",Soups,33,820,6800,4110,600,280,79,0,0.524,0,6.5,6.5,0.17,8,15,8,116,13,0,0,0,91070
"Tomato soup, canned, reduced sodium, prepared with milk",Soups,58,2470,9140,6500,600,1280,660,4,0.571,0,14.5,6.5,0.19,69,66,13,193,30,0,0,0,85770
"Tomato beef soup, prepared with water",Soups,56,1780,8440,730,600,1710,635,2,0.745,0.005,8.2,0,0.31,9,23,3,88,367,0,0,0,86990
"Tomato beef noodle soup, prepared with water",Soups,56,1780,8440,730,600,1710,635,2,0.745,0.005,8.2,0,0.31,9,23,3,88,367,0,0,0,86990
"Tomato beef rice soup, prepared with water",Soups,56,1780,8440,730,600,1710,635,2,0.745,0.005,8.2,0,0.31,9,23,3,88,367,0,0,0,86990
"Tomato noodle soup, canned, prepared with water or ready-to-serve",Soups,58,1660,11820,3130,700,670,146,7,0.829,0.019,11.1,4.7,0.17,9,30,10,216,141,0,0,0,84920
"Tomato noodle soup, canned, prepared with milk",Soups,69,2700,12160,5700,600,1340,609,8,0.707,0.011,16.8,5.6,0.18,61,68,14,314,180,0,0,0,82510
"Tomato rice soup, prepared with water",Soups,47,820,8540,2950,700,1060,200,1,0.411,0,7.8,5.8,0.86,11,13,2,129,319,0,0,0,88520
"Tomato vegetable soup, prepared with water",Soups,33,740,7720,4180,600,220,58,0,0.435,0,6.5,6.5,0.17,8,16,8,285,193,0,0,0,90200
"Tomato vegetable soup with noodles, prepared with water",Soups,28,860,4890,1570,300,790,120,0,0.374,0,3.9,0.6,0.58,10,14,3,86,338,0,0,0,92410
Tomato sandwich,Other sandwiches (single code),177,4660,23610,3650,1600,7090,1221,3,2.371,0.038,12.2,6.2,0.58,99,63,17,165,259,0,0,0,63340
"Sprouts, NFS",Other vegetables and combinations,30,3040,5940,4130,1800,180,46,0,0.749,0,14.4,13.2,0.1,13,54,21,149,6,0,0,0,90400
Mixed vegetable juice,Vegetable juice,27,820,6120,2620,1200,160,34,0,0.353,0,8,5.8,0.72,32,33,12,276,73,0,0,0,92150
Celery juice,Vegetable juice,14,690,2970,1340,1600,170,42,0,0.32,0,6.1,3.1,0.27,40,24,11,260,80,0,0,0,95430
"Broccoli salad with cauliflower, cheese, bacon bits, and dressing","Coleslaw, non-lettuce salads",268,5880,10450,6490,1700,22820,5233,21,0.342,0,31.7,28.1,1.4,107,96,17,164,339,0,0,0,59030
Broccoli slaw salad,"Coleslaw, non-lettuce salads",119,2130,10590,6510,2000,8120,1293,9,0.514,0,16.3,58.1,1.26,36,56,16,245,291,0,0,0,77790
"Cabbage salad or coleslaw, from fast food / restaurant","Coleslaw, non-lettuce salads",159,880,12350,9540,1900,11780,1909,8,0.281,0,8.2,13.7,0.8,34,25,10,153,221,0,0,0,74030
"Cabbage salad or coleslaw, made with coleslaw dressing","Coleslaw, non-lettuce salads",113,1140,10020,7440,1900,7890,1233,9,0.254,0,11.2,24.5,0.85,32,30,10,151,280,0,0,0,79730
"Cabbage salad or coleslaw, made with light coleslaw dressing","Coleslaw, non-lettuce salads",100,940,14430,11860,2000,4870,738,6,0.296,0,11.4,24,0.59,38,28,10,153,469,0,0,0,78370
"Cabbage salad or coleslaw, made with Italian dressing","Coleslaw, non-lettuce salads",73,1050,7630,5000,1900,4640,661,0,0.272,0,8.6,24.8,0.63,33,25,10,163,303,0,0,0,85340
"Cabbage salad or coleslaw, made with light Italian dressing","Coleslaw, non-lettuce salads",44,1040,7190,4680,1900,1550,209,0,0.263,0,8.7,24.6,1.09,33,24,10,164,283,0,0,0,88900
"Cabbage salad or coleslaw, made with creamy dressing","Coleslaw, non-lettuce salads",116,1250,6290,3700,1900,9840,1551,6,0.255,0,15.2,24.6,0.64,36,62,10,159,286,0,0,0,81360
"Cabbage salad or coleslaw, made with light creamy dressing","Coleslaw, non-lettuce salads",46,1270,9610,3880,1900,720,142,0,0.247,0,11.6,24.1,0.31,38,39,10,173,298,0,0,0,87440
"Cabbage salad or coleslaw, made with any type of fat free dressing","Coleslaw, non-lettuce salads",41,990,8500,5000,2400,710,164,2,0.239,0,8,24.2,0.16,31,22,10,154,269,0,0,0,88450
"Cabbage salad or coleslaw with apples and/or raisins, with dressing","Coleslaw, non-lettuce salads",109,1070,13310,10150,2100,6260,982,7,0.246,0,9.8,20.2,0.71,28,30,10,166,222,0,0,0,78290
"Cabbage salad or coleslaw with pineapple, with dressing","Coleslaw, non-lettuce salads",104,1060,10450,7780,1800,6810,1063,8,0.289,0,10.4,27.7,0.74,29,27,10,145,241,0,0,0,80600
Cucumber and vegetable namasu,"Coleslaw, non-lettuce salads",53,480,12530,10780,600,120,26,0,0.172,0,4.6,2.3,0.09,14,19,9,122,118,0,0,0,85100
"Cucumber salad, made with sour cream dressing","Coleslaw, non-lettuce salads",66,1150,3920,2160,400,5510,2873,17,0.096,0,9.7,2.6,0.13,40,38,12,140,214,0,0,0,88480
